mapa_1: .word 320, 240
.byte 227,218,0,218,218,0,218,218,227,218,0,170,170,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,0,218,218,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,218,218,82,82,0,227,218,0,218,82,0,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,227,218,0,218,218,0,218,218,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,218,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,218,0,227,218,82,0,218,82,0,218,218,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,218,0,227,218,0,218,82,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,0,218,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,218,218,82,0,218,218,82,0,218,218,0,218,82,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,218,218,0,218,218,0,218,82,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,218,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,82,0,218,218,82,0,227,218,0,218,82,82,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,218,0,218,218,0,82,82,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,0,218,218,218,0,218,82,218,0,218,218,218,0,218,82,218,0,218,218,218,0,218,82,82,218,0,82,218,0,218,218,227,218,0,218,218,218,82,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,227,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,218,82,82,0,218,218,82,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,0,227,218,218,0,218,218,82,0,218,218,218,0,218,218,82,82,0,218,218,218,0,218,0,218,218,0,218,218,0,218,218,218,0,218,218,218,0,218,82,218,0,218,218,218,0,218,82,218,0,218,218,218,0,218,82,82,218,0,82,218,0,218,218,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
