orange_f1: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,243,199,199,199,243,199,199,199,243,199,199,199,
199,199,199,199,199,243,199,199,243,199,199,243,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,83,83,83,83,83,83,83,199,199,199,199,199,
199,199,83,83,95,83,95,23,23,83,83,83,83,199,199,199,
199,83,95,23,83,95,23,23,83,95,23,23,83,83,199,199,
83,23,23,23,83,23,23,83,23,23,23,83,83,83,83,199,
83,14,23,83,14,23,23,83,23,23,83,255,255,255,83,83,
83,83,14,83,14,14,23,83,14,23,83,255,0,0,255,83,
199,83,83,14,83,83,83,83,83,83,255,0,0,0,255,83,
199,199,83,83,14,14,83,14,83,14,255,0,0,0,255,83,
199,199,199,83,83,14,83,83,14,83,83,255,255,255,83,199,
199,199,199,199,83,83,83,83,83,83,83,83,83,83,199,199,


