pink_su: .word 16, 16
.byte 199,199,199,199,199,199,83,83,83,83,199,199,199,199,199,199,
199,199,199,199,199,83,127,127,127,127,83,199,199,199,199,199,
199,199,199,199,83,127,127,127,127,127,110,83,199,199,199,199,
199,199,199,199,83,127,127,127,127,127,110,83,199,199,199,199,
199,199,199,199,83,127,83,83,83,83,110,83,199,199,199,199,
199,199,199,199,199,83,167,167,167,167,83,199,199,199,199,199,
199,199,199,199,83,167,167,167,167,167,142,83,199,199,199,199,
199,199,83,83,167,83,83,83,83,83,83,142,83,83,199,199,
199,83,127,83,83,167,167,167,167,167,142,83,83,127,83,199,
199,83,127,83,167,83,167,167,167,167,167,142,83,110,83,199,
199,83,127,83,83,127,83,83,83,83,83,83,83,110,83,199,
199,83,83,83,83,127,127,110,83,142,83,83,83,83,83,199,
199,199,199,199,83,83,83,83,142,83,83,83,199,199,199,199,
199,199,199,199,83,127,83,83,83,83,110,83,199,199,199,199,
199,199,199,83,127,127,110,83,83,110,127,127,83,199,199,199,
199,199,199,83,83,83,83,199,199,83,83,83,83,199,199,199,


